# gapseq version: 1.4.0 27684cdd
# Transporter sequence DB md5sum: b99a77e (2025-02-28)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|O00631|1.A.50.2.1	42.308	5.6	20.4	81	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2927888	2927811	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|O00631|1.A.50.2.1	42.308	5.6	20.4	81	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2927888	2927811	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	30.144	4.18e-10	56.2	98	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1403565	1402939	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	30.144	4.18e-10	56.2	98	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1403565	1402939	transporter
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9XG70|1.A.8.10.2	33.755	1.91e-16	76.3	87	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856764	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P25818|1.A.8.10.3	32.245	5.45e-13	65.9	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856788	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	30.973	3.47e-10	58.2	77	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856045	3856683	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	36.975	7.22e-31	119	79	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856051	3856752	transporter
gnl|TC-DB|Q8W037|1.A.8.12.4	1.A.8.12.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8W037|1.A.8.12.4	32.400	1.25e-24	101	80	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856051	3856788	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	37.069	2.52e-19	84.7	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856051	3856710	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	39.600	2.06e-28	110	97	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856057	3856752	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	37.004	4.56e-22	91.7	95	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856746	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	28.571	8.74e-07	47.8	86	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856084	3856785	transporter
gnl|TC-DB|C6VJ63|1.A.8.2.4	1.A.8.2.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C6VJ63|1.A.8.2.4	22.358	2.16e-06	45.8	99	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856063	3856764	transporter
gnl|TC-DB|D7V7W8|1.A.8.2.5	1.A.8.2.5	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V7W8|1.A.8.2.5	28.713	1.79e-04	40.0	80	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856075	3856653	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	30.000	3.84e-11	60.1	80	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856060	3856659	transporter
gnl|TC-DB|P29972|1.A.8.8.1	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P29972|1.A.8.8.1	39.662	5.23e-34	128	83	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856770	transporter
gnl|TC-DB|XP_014257049.1|1.A.8.8.27	1.A.8.8.27	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|XP_014257049.1|1.A.8.8.27	27.027	1.24e-05	43.9	76	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856030	3856677	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	29.134	1.53e-12	65.5	84	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856042	3856752	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.14	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	29.562	8.74e-15	72.4	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856042	3856806	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	26.482	2.70e-07	49.7	75	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856063	3856767	transporter
gnl|TC-DB|Q388I5|1.A.8.9.19	1.A.8.9.19	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q388I5|1.A.8.9.19	26.531	4.26e-06	45.8	75	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856752	transporter
gnl|TC-DB|P56627|1.A.8.9.2	1.A.8.9.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P56627|1.A.8.9.2	26.241	1.65e-11	62.4	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856042	3856785	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.21	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	27.984	4.20e-07	48.9	77	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856069	3856752	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	26.966	8.24e-12	63.5	88	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3856063	3856806	transporter
gnl|TC-DB|C6L855|1.A.98.1.1	1.A.98.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|C6L855|1.A.98.1.1	30.120	0.16	27.7	87	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1399980	1399744	transporter
gnl|TC-DB|Q50E47|1.A.98.1.2	1.A.98.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q50E47|1.A.98.1.2	36.957	6.2	21.9	91	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4459875	4460000	transporter
gnl|TC-DB|P72602|1.B.14.1.29	1.B.14.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P72602|1.B.14.1.29	39.428	3.63e-139	454	98	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	74952	77282	transporter
gnl|TC-DB|P71470|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71470|1.C.29.1.1	35.294	5.3	21.9	86	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	461048	461197	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	31.915	4.7	22.3	84	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1749356	1749231	transporter
gnl|TC-DB|Q8TDX7|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q8TDX7|1.I.1.1.3	23.649	2.55e-12	65.1	94	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1201916	1201068	transporter
gnl|TC-DB|Q8EHY3|2.A.106.1.8	2.A.106.1.8	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q8EHY3|2.A.106.1.8	28.022	7.36e-13	63.5	99	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4848358	4847834	transporter
gnl|TC-DB|Q8EHY3|2.A.106.1.8	2.A.106.1.8	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|Q8EHY3|2.A.106.1.8	28.022	7.36e-13	63.5	99	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4848358	4847834	transporter
gnl|TC-DB|P38301|2.A.106.2.3	2.A.106.2.3	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P38301|2.A.106.2.3	32.243	7.80e-24	99.0	76	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2422559	2422023	transporter
gnl|TC-DB|P38301|2.A.106.2.3	2.A.106.2.3	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P38301|2.A.106.2.3	32.243	7.80e-24	99.0	76	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2422559	2422023	transporter
gnl|TC-DB|Q8YBL6|2.A.108.2.2	2.A.108.2.2	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q8YBL6|2.A.108.2.2	27.682	2.38e-09	55.5	93	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4649566	4650396	transporter
gnl|TC-DB|Q8YBL6|2.A.108.2.2	2.A.108.2.2	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q8YBL6|2.A.108.2.2	27.682	2.38e-09	55.5	93	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4649566	4650396	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF7|2.A.108.2.9	28.000	1.59e-13	68.2	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4649566	4650333	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|G7HJF7|2.A.108.2.9	28.000	1.59e-13	68.2	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4649566	4650333	transporter
foo|unknown|BF638R_1718|2.A.1.12.1	2.A.1.12.1	N-Acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	foo|unknown|BF638R_1718|2.A.1.12.1	19.753	0.46	30.4	77	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2452190	2451282	transporter
foo|unknown|BF638R_1718|2.A.1.12.1	2.A.1.12.1	sialic acid	EX_cpd00232_e0	rxn05487,rxn08050	foo|unknown|BF638R_1718|2.A.1.12.1	19.753	0.46	30.4	77	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	2452190	2451282	transporter
gnl|TC-DB|P0AAS9|2.A.114.1.1	2.A.114.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P0AAS9|2.A.114.1.1	29.310	3.6	23.1	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1497931	1498095	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	24.365	8.66e-10	58.5	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3857188	3858288	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	24.365	8.66e-10	58.5	90	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3857188	3858288	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q81B77|2.A.1.26.3	22.414	0.003	37.4	97	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4034005	4035165	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q81B77|2.A.1.26.3	22.414	0.003	37.4	97	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4034005	4035165	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q81B77|2.A.1.26.3	22.414	0.003	37.4	97	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4034005	4035165	transporter
gnl|TC-DB|SHH76803.1|2.A.129.1.8	2.A.129.1.8	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|SHH76803.1|2.A.129.1.8	25.564	0.30	28.5	82	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1137207	1136812	transporter
gnl|TC-DB|Q55937|2.A.1.31.2	2.A.1.31.2	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q55937|2.A.1.31.2	26.020	1.98e-06	47.8	81	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1351151	1352311	transporter
gi|ref|WP_082754163.1|2.A.14.1.1	2.A.14.1.1	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gi|ref|WP_082754163.1|2.A.14.1.1	26.681	1.70e-29	121	82	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033351	3034772	transporter
gi|ref|WP_082754163.1|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gi|ref|WP_082754163.1|2.A.14.1.1	26.681	1.70e-29	121	82	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033351	3034772	transporter
gi|ref|WP_082754163.1|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gi|ref|WP_082754163.1|2.A.14.1.1	26.681	1.70e-29	121	82	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033351	3034772	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(R)-lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P71067|2.A.14.1.3	27.799	2.06e-25	109	84	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033342	3034787	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(S)-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P71067|2.A.14.1.3	27.799	2.06e-25	109	84	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033342	3034787	transporter
gnl|TC-DB|Q57251|2.A.14.2.1	2.A.14.2.1	L-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q57251|2.A.14.2.1	28.903	3.01e-40	154	81	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033384	3034748	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|AOY58527|2.A.14.2.2	52.577	5.89e-140	446	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033339	3034781	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|AOY58527|2.A.14.2.2	52.577	5.89e-140	446	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3033339	3034781	transporter
gnl|TC-DB|P77549|2.A.1.46.6	2.A.1.46.6	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P77549|2.A.1.46.6	23.757	0.008	35.8	86	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4034059	4035069	transporter
gnl|TC-DB|P77549|2.A.1.46.6	2.A.1.46.6	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P77549|2.A.1.46.6	23.757	0.008	35.8	86	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4034059	4035069	transporter
gnl|TC-DB|A8UT57|2.A.1.59.4	2.A.1.59.4	GTP	EX_cpd00038_e0	rxn29736,rxn29868	gnl|TC-DB|A8UT57|2.A.1.59.4	40.407	1.06e-55	195	89	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	3550034	3551062	transporter
gnl|TC-DB|O07563|2.A.1.7.3	2.A.1.7.3	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O07563|2.A.1.7.3	23.276	9.06e-13	67.8	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1740672	1739653	transporter
gnl|TC-DB|O07563|2.A.1.7.3	2.A.1.7.3	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|O07563|2.A.1.7.3	23.276	9.06e-13	67.8	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1740672	1739653	transporter
gnl|TC-DB|O07563|2.A.1.7.3	2.A.1.7.3	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O07563|2.A.1.7.3	23.276	9.06e-13	67.8	85	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1740672	1739653	transporter
gnl|TC-DB|D5AKT2|2.A.1.81.1	2.A.1.81.1	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|D5AKT2|2.A.1.81.1	39.793	1.09e-54	192	93	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4837483	4836341	transporter
gnl|TC-DB|A6X7E7|2.A.1.81.5	2.A.1.81.5	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|A6X7E7|2.A.1.81.5	41.755	6.93e-68	231	91	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	4837528	4836407	transporter
gnl|TC-DB|P74072|2.A.19.2.1	2.A.19.2.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P74072|2.A.19.2.1	66.398	1.77e-124	392	99	NZ_AP017367.1 Leptolyngbya sp. O-77 chromosome, complete genome	1161806	1160709	transporter
