    {'NZ_AP017367_1_4902224_4903456'},,,,0,malic enzyme-like NAD(P)-binding protein
    {'NZ_AP017367_1_126402_125455'  },,,,0,threo-3-hydroxy-L-aspartate ammonia-lyase
    {'NZ_AP017367_1_4647429_4644823'},,,,163.2550877,bifunctional acetaldehyde-CoA/alcohol
    {'NZ_AP017367_1_3553187_3551196'},,,,0,phosphate acetyltransferase
    {'NZ_AP017367_1_2776776_2778719'},,,,48.97652631,acetate--CoA ligase
    {'NZ_AP017367_1_3039739_3038579'},,,,0,glutamate 5-kinase
    {'NZ_AP017367_1_2859369_2857960'},,,,530.579035,type I glutamate--ammonia ligase
    {'NZ_AP017367_1_630445_631713'  },,,,999.1211367,type III glutamate--ammonia ligase
    {'NZ_AP017367_1_1128060_1127377'},,,,4020.97281,phosphoribosylformylglycinamidine synthase
    {'NZ_AP017367_1_3693512_3694132'},,,,0,imidazole glycerol phosphate synthase subunit
    {'NZ_AP017367_1_4654051_4652921'},,,,2849.503918,aspartate aminotransferase
    {'NZ_AP017367_1_504182_505351'  },,,,4654.40255,LL-diaminopimelate aminotransferase
    {'NZ_AP017367_1_3055390_3054170'},,,,0,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
    {'NZ_AP017367_1_693787_694557'  },,,,0,glutamate racemase
    {'NZ_AP017367_1_2937659_2939098'},,,,0,CoA-acylating methylmalonate-semialdehyde
    {'NZ_AP017367_1_834829_833447'  },,,,0,aminobutyraldehyde dehydrogenase
    {'NZ_AP017367_1_4127478_4126063'},,,,1895.391568,NADP-dependent isocitrate dehydrogenase
    {'NZ_AP017367_1_5241437_5240370'},,,,0,homocitrate synthase
    {'NZ_AP017367_1_5394210_5395850'},,,,0,COG1165
    {'NZ_AP017367_1_5063446_5064894'},,,,1466.030688,F0F1 ATP synthase subunit beta
    {'NZ_AP017367_1_3296351_3294978'},,,,0,UDP-glucose dehydrogenase family protein
    {'NZ_AP017367_1_4474461_4475468'},,,,11.42785614,mannose-1-phosphate guanyltransferase
    {'NZ_AP017367_1_964120_963026'  },,,,0,sugar phosphate nucleotidyltransferase
    {'NZ_AP017367_1_220727_221689'  },,,,93.05539999,UDP-glucose 4-epimerase GalE
    {'NZ_AP017367_1_584197_585234'  },,,,1042630.25,glucokinase
    {'NZ_AP017367_1_369981_371189'  },,,,0,acetate kinase
    {'NZ_AP017367_1_3288900_3287500'},,,,7819.918701,amidase
    {'NZ_AP017367_1_4906422_4904968'},,,,9.795305262,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
    {'NZ_AP017367_1_2906048_2906590'},,,,2200.678582,guanylate kinase
    {'NZ_AP017367_1_1320415_1318190'},,,,0,RelA/SpoT family protein
    {'NZ_AP017367_1_4465484_4464633'},,,,11018.08587,malate dehydrogenase
    {'NZ_AP017367_1_710088_713105'  },,,,17603.79611,phosphoenolpyruvate carboxylase
    {'NZ_AP017367_1_415757_414648'  },,,,0,citrate synthase
    {'NZ_AP017367_1_1030362_1029211'},,,,0,pyridoxal phosphate-dependent aminotransferase
    {'NZ_AP017367_1_1812953_1811457'},,,,25601.66285,L-aspartate oxidase
    {'NZ_AP017367_1_2051382_2053028'},,,,4649.504898,succinate dehydrogenase/fumarate reductase flavoprotein subunit
    {'NZ_AP017367_1_6281_4593'      },,,,13726.48777,FAD-dependent oxidoreductase
    {'NZ_AP017367_1_2435402_2436535'},,,,0,pyridoxal-phosphate-dependent aminotransferase family protein
    {'NZ_AP017367_1_4510150_4509080'},,,,0,alanine dehydrogenase
    {'NZ_AP017367_1_1211290_1212405'},,,,1562.351189,alanine racemase
    {'NZ_AP017367_1_2642024_2642890'},,,,0,succinate--CoA ligase subunit alpha
    {'NZ_AP017367_1_1305544_1306629'},,,,0,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase
    {'NZ_AP017367_1_1589609_1590928'},,,,0,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
    {'NZ_AP017367_1_1450200_1449658'},,,,4389.929308,GTP cyclohydrolase I FolE
    {'NZ_AP017367_1_3371442_3369886'},,,,0,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
    {'NZ_AP017367_1_1320331_1318187'},,,,0,RelA/SpoT family protein
    {'NZ_AP017367_1_778678_779964'  },,,,0,diaminopimelate decarboxylase
    {'NZ_AP017367_1_1378206_1377097'},,,,0,"arginine 2,3-aminomutase"
    {'NZ_AP017367_1_2391828_2390440'},,,,8.162754385,aspartate ammonia-lyase
    {'NZ_AP017367_1_800873_799293'  },,,,0,gamma-glutamyltransferase family protein
    {'NZ_AP017367_1_1599432_1600373'},,,,0,glutathione synthase
    {'NZ_AP017367_1_4085444_4084917'},,,,0,adenylyl-sulfate kinase
    {'NZ_AP017367_1_3356879_3358483'},,,,0,bifunctional pantoate--beta-alanine ligase/(d)CMP kinase
    {'NZ_AP017367_1_1108203_1109396'},,,,5806.98347,fmdA
    {'NZ_AP017367_1_2486710_2485592'},,,,6.530203508,sulfate adenylyltransferase
    {'NZ_AP017367_1_436074_437474'  },,,,0,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
    {'NZ_AP017367_1_436059_437543'  },,,,0,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
    {'NZ_AP017367_1_1742172_1741045'},,,,0,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
    {'NZ_AP017367_1_739502_742768'  },,,,41522.29901,carbamoyl-phosphate synthase large subunit
    {'NZ_AP017367_1_2873318_2872671'},,,,0,serine O-acetyltransferase
    {'NZ_AP017367_1_5257556_5258188'},,,,0,serine O-acetyltransferase
    {'NZ_AP017367_1_2435396_2436490'},,,,0,pyridoxal-phosphate-dependent aminotransferase family protein
    {'NZ_AP017367_1_3377051_3378466'},,,,16.32550877,aldehyde dehydrogenase family protein
    {'NZ_AP017367_1_2133091_2134083'},,,,0,thiamine-phosphate kinase
    {'NZ_AP017367_1_3668919_3670097'},,,,0,class I SAM-dependent rRNA methyltransferase
    {'NZ_AP017367_1_1406654_1407637'},,,,,phosphopyruvate hydratase
    {'NZ_AP017367_1_3701167_3699920'},,,,0,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
    {'NZ_AP017367_1_4338980_4341103'},,,,0,bifunctional arginine dihydrolase/ornithine cyclodeaminase
    {'NZ_AP017367_1_2715147_2715887'},,,,0,tryptophan synthase subunit alpha
    {'NZ_AP017367_1_5188923_5187727'},,,,0,tryptophan synthase subunit beta
    {'NZ_AP017367_1_4654066_4652891'},,,,4504.20787,aspartate aminotransferase
    {'NZ_AP017367_1_504158_505339'  },,,,4654.40255,LL-diaminopimelate aminotransferase
    {'NZ_AP017367_1_635237_634314'  },,,,0,15-cis-phytoene synthase CrtB
    {'NZ_AP017367_1_1504691_1503699'},,,,0,2-hydroxyacid dehydrogenase
    {'NZ_AP017367_1_838954_840021'  },,,,0,3-isopropylmalate dehydrogenase
    {'NZ_AP017367_1_2937653_2939086'},,,,0,CoA-acylating methylmalonate-semialdehyde dehydrogenase
    {'NZ_AP017367_1_3377036_3378457'},,,,16.32550877,aldehyde dehydrogenase family protein
    {'NZ_AP017367_1_4378289_4379476'},,,,76369.09748,hypothetical protein
    {'NZ_AP017367_1_3996775_3995198'},,,,0,phosphoglycerate dehydrogenase
    {'NZ_AP017367_1_729149_729934'  },,,,0,prephenate/arogenate dehydrogenase
    {'NZ_AP017367_1_1452837_1451884'},,,,0,acetyl-CoA carboxylase carboxyltransferase subunit alpha
    {'NZ_AP017367_1_3870045_3870905'},,,,26.12081403,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
    {'NZ_AP017367_1_4647411_4644808'},,,,163.2550877,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
    {'NZ_AP017367_1_3758335_3759345'},,,,0,threonine aldolase family protein
    {'NZ_AP017367_1_2869988_2868990'},,,,0,class 1 fructose-bisphosphatase
    {'NZ_AP017367_1_4187926_4188963'},,,,4295.241357,class II fructose-bisphosphatase
    {'NZ_AP017367_1_431364_432134'  },,,,3.265101754,glucosamine-6-phosphate deaminase
    {'NZ_AP017367_1_1031682_1033784'},,,,0,HAD-IIB family hydrolase
    {'NZ_AP017367_1_1489362_1491260'},,,,58.77183157,glutamine--fructose-6-phosphate transaminase (isomerizing)
    {'NZ_AP017367_1_1253270_1251738'},,,,8210.098361,glucose-6-phosphate isomerase
    {'NZ_AP017367_1_5266299_5266964'},,,,5323.74841,MBL fold metallo-hydrolase
    {'NZ_AP017367_1_1041820_1042749'},,,,1702.750565,cysteine synthase A
    {'NZ_AP017367_1_2849565_2850506'},,,,0,protein-methionine-sulfoxide reductase catalytic subunit MsrP
    {'NZ_AP017367_1_4686479_4688572'},,,,0,molybdopterin oxidoreductase family protein
    {'NZ_AP017367_1_869567_870886'  },,,,1867.638203,glycoside hydrolase 100 family protein
    {'NZ_AP017367_1_1031676_1033778'},,,,0,HAD-IIB family hydrolase
    {'NZ_AP017367_1_2868334_2867045'},,,,105160.7647,glucose-6-phosphate dehydrogenase
    {'NZ_AP017367_1_2100288_2101181'},,,,0,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
    {'NZ_AP017367_1_2407496_2406471'},,,,26124.07913,mannose-1-phosphate guanylyltransferase
    {'NZ_AP017367_1_1519522_1520499'},,,,31.01846666,"GDP-mannose 4,6-dehydratase"
    {'NZ_AP017367_1_1708304_1709281'},,,,31.01846666,"GDP-mannose 4,6-dehydratase"
    {'NZ_AP017367_1_235786_234854'  },,,,31.01846666,"GDP-mannose 4,6-dehydratase"
    {'NZ_AP017367_1_1462575_1463756'},,,,0,glutamate--cysteine ligase
    {'NZ_AP017367_1_3427561_3429012'},,,,3454.477656,leucyl aminopeptidase
    {'NZ_AP017367_1_4477115_4478398'},,,,2696.974049,adenylosuccinate lyase
    {'NZ_AP017367_1_834844_833453'  },,,,0,aminobutyraldehyde dehydrogenase
    {'NZ_AP017367_1_1977364_1978146'},,,,0,carbon-nitrogen hydrolase family protein
    {'NZ_AP017367_1_4393671_4392385'},,,,7602.789434,aspartate aminotransferase family protein
    {'NZ_AP017367_1_3377024_3378406'},,,,16.32550877,aldehyde dehydrogenase family protein
    {'NZ_AP017367_1_2776860_2778722'},,,,48.97652631,acetate--CoA ligase
    {'NZ_AP017367_1_1854029_1852440'},,,,0,PTS transporter subunit EIIC
    {'NZ_AP017367_1_1304649_1305476'},,,,0,formyltetrahydrofolate deformylase
    {'NZ_AP017367_1_1341580_1342857'},,,,62.03693333,serine hydroxymethyltransferase
    {'NZ_AP017367_1_4816153_4817430'},,,,glucose-1-phosphate adenylyltransferase,
    {'NZ_AP017367_1_1507378_1508148'},,,,0,glucose-1-phosphate cytidylyltransferase
    {'NZ_AP017367_1_5402901_5401276'},,,,0,alpha-D-glucose phosphate-specific phosphoglucomutase
    {'NZ_AP017367_1_4900684_4899980'},,,,0,orotidine-5'-phosphate decarboxylase
    {'NZ_AP017367_1_4246978_4247598'},,,,0,uracil phosphoribosyltransferase
    {'NZ_AP017367_1_2747115_2745928'},,,,0,cytosine deaminase
    {'NZ_AP017367_1_3964487_3965068'},,,,0,anthranilate synthase component II
    {'NZ_AP017367_1_4929096_4927561'},,,,0,anthranilate synthase component I family protein
    {'NZ_AP017367_1_4547178_4548212'},,,,0,isocitrate/isopropylmalate family dehydrogenase
    {'NZ_AP017367_1_838960_840021'  },,,,0,3-isopropylmalate dehydrogenase
    {'NZ_AP017367_1_3207865_3208584'},,,,0,triose-phosphate isomerase
    {'NZ_AP017367_1_1271190_1272179'},,,,45.71142456,ribose-phosphate pyrophosphokinase
    {'NZ_AP017367_1_3486273_3485596'},,,,0,ribose-5-phosphate isomerase RpiA
    {'NZ_AP017367_1_245737_246747'  },,,,11063.79729,type I glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_2917620_2918612'},,,,11063.79729,type I glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_4434917_4433934'},,,,0,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_245731_246717'  },,,,11063.79729,type I glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_2917611_2918615'},,,,11063.79729,type I glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_4434914_4433922'},,,,0,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_1348843_1349511'},,,,0,deoxyribose-phosphate aldolase
    {'NZ_AP017367_1_3904138_3906129'},,,,22643.48066,transketolase
    {'NZ_AP017367_1_614055_612979'  },,,,0,class II fructose-bisphosphate aldolase
    {'NZ_AP017367_1_730409_731248'  },,,,0,class II fructose-bisphosphate aldolase
    {'NZ_AP017367_1_3711463_3712104'},,,,0,ATP phosphoribosyltransferase
    {'NZ_AP017367_1_3154342_3152843'},,,,0,amidophosphoribosyltransferase
    {'NZ_AP017367_1_4571124_4570222'},,,,1595.002207,anthranilate phosphoribosyltransferase
    {'NZ_AP017367_1_3448828_3447047'},,,,35774.08737,molecular chaperone DnaK
    {'NZ_AP017367_1_5054707_5053136'},,,,35774.08737,molecular chaperone DnaK
    {'NZ_AP017367_1_292109_293479'  },,,,0,argininosuccinate lyase
    {'NZ_AP017367_1_1129919_1129038'},,,,0,branched-chain amino acid transaminase
    {'NZ_AP017367_1_1048203_1049228'},,,,76369.09748,hypothetical protein
    {'NZ_AP017367_1_1012037_1013605'},,,,767.2989122,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
    {'NZ_AP017367_1_1017747_1019012'},,,,4865.001614,adenylosuccinate synthase
    {'NZ_AP017367_1_4616269_4615169'},,,,0,D-alanine--D-alanine ligase family protein
    {'NZ_AP017367_1_2337807_2335879'},,,,0,primary-amine oxidase
    {'NZ_AP017367_1_4855009_4853891'},,,,7602.789434,aspartate aminotransferase family protein
    {'NZ_AP017367_1_3078074_3079270'},,,,0,histidinol dehydrogenase
    {'NZ_AP017367_1_4647429_4644829'},,,,163.2550877,bifunctional acetaldehyde-CoA/alcohol dehydrogenase
    {'NZ_AP017367_1_2399742_2401505'},,,,0,AMP-dependent synthetase/ligase
    {'NZ_AP017367_1_2363619_2364395'},,,,0,inositol monophosphatase family protein
    {'NZ_AP017367_1_1919790_1921892'},,,,3960.568428,thioredoxin domain-containing protein
    {'NZ_AP017367_1_753655_751985'  },,,,8014.192255,dihydroxy-acid dehydratase
    {'NZ_AP017367_1_4511385_4512956'},,,,13.06040702,2-isopropylmalate synthase
    {'NZ_AP017367_1_5241428_5240325'},,,,0,homocitrate synthase
    {'NZ_AP017367_1_1375242_1373995'},,,,359.1611929,valine--pyruvate transaminase
    {'NZ_AP017367_1_2969755_2970525'},,,,0,3-methyl-2-oxobutanoate hydroxymethyltransferase
    {'NZ_AP017367_1_1611713_1612558'},,,,0,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
    {'NZ_AP017367_1_2330107_2327273'},,,,3123.069828,aminomethyl-transferring glycine dehydrogenase
    {'NZ_AP017367_1_1250315_1249251'},,,,5823.308978,glycine cleavage system aminomethyltransferase GcvT
    {'NZ_AP017367_1_3004583_3006124'},,,,4.897652631,glutamine-hydrolyzing GMP synthase
    {'NZ_AP017367_1_1159264_1157768'},,,,53908.46251,alpha-amylase
    {'NZ_AP017367_1_2881711_2880740'},,,,0,nucleoside hydrolase
    {'NZ_AP017367_1_2927661_2926867'},,,,0,pyrroline-5-carboxylate reductase
    {'NZ_AP017367_1_322908_323666'  },,,,0,glucose 1-dehydrogenase
    {'NZ_AP017367_1_2702679_2703722'},,,,0,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
    {'NZ_AP017367_1_4538537_4539604'},,,,0,type I polyketide synthase
    {'NZ_AP017367_1_2937647_2939080'},,,,0,CoA-acylating methylmalonate-semialdehyde dehydrogenase
    {'NZ_AP017367_1_3406046_3404757'},,,,12957.55631,L-glutamate gamma-semialdehyde dehydrogenase
    {'NZ_AP017367_1_2914027_2913413'},,,,11264.60105,fumarylacetoacetate hydrolase family protein
    {'NZ_AP017367_1_859910_858981'  },,,,6799.574403,NAD-dependent epimerase/dehydratase family protein
    {'NZ_AP017367_1_1898637_1899503'},,,,0,peptidoglycan editing factor PgeF
    {'NZ_AP017367_1_4641049_4640192'},,,,737.9129964,S-methyl-5'-thioadenosine phosphorylase
    {'NZ_AP017367_1_1610198_1608768'},,,,42.4463228,NAD-dependent succinate-semialdehyde dehydrogenase
    {'NZ_AP017367_1_3377045_3378466'},,,,16.32550877,aldehyde dehydrogenase family protein
    {'NZ_AP017367_1_181615_182589'  },,,,4722.969687,threonine synthase
    {'NZ_AP017367_1_220727_221695'  },,,,93.05539999,UDP-glucose 4-epimerase GalE
    {'NZ_AP017367_1_3010563_3011777'},,,,0,phosphoglycerate kinase
    {'NZ_AP017367_1_3996775_3995195'},,,,0,phosphoglycerate dehydrogenase
    {'NZ_AP017367_1_5404072_5403413'},,,,0,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
    {'NZ_AP017367_1_1991916_1990384'},,,,6.530203508,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
    {'NZ_AP017367_1_2258141_2257146'},,,,31.01846666,phosphoribulokinase
    {'NZ_AP017367_1_639768_641012'  },,,,0,FGGY-family carbohydrate kinase
    {'NZ_AP017367_1_2078644_2080038'},,,,32371.85134,NADP-dependent phosphogluconate dehydrogenase
    {'NZ_AP017367_1_923663_924346'  },,,,34198.67577,ribulose-phosphate 3-epimerase
    {'NZ_AP017367_1_4264006_4264899'},,,,0,KpsF/GutQ family sugar-phosphate isomerase
    {'NZ_AP017367_1_5019514_5018420'},,,,0,undecaprenyl-phosphate galactose phosphotransferase WbaP
    {'NZ_AP017367_1_4057495_4058580'},,,,0,glutamine synthetase family protein
    {'NZ_AP017367_1_630451_631698'  },,,,999.1211367,type III glutamate--ammonia ligase
    {'NZ_AP017367_1_1866124_1868463'},,,,22.85571228,phosphoketolase family protein
    {'NZ_AP017367_1_2121586_2122833'},,,,0,xylulokinase
    {'NZ_AP017367_1_3730760_3732205'},,,,2783.499245,bifunctional folylpolyglutamate synthase/dihydrofolate synthase
    {'NZ_AP017367_1_1612841_1613728'},,,,0,geranylgeranyl diphosphate synthase CrtE
    {'NZ_AP017367_1_3851300_3852625'},,,,0,guanine deaminase
    {'NZ_AP017367_1_2358988_2357783'},,,,0,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
    {'NZ_AP017367_1_1656657_1657727'},,,,4432.375631,chorismate synthase
    {'NZ_AP017367_1_3978707_3977406'},,,,0,isochorismate synthase
    {'NZ_AP017367_1_4994466_4992703'},,,,0,aminodeoxychorismate synthase component I
    {'NZ_AP017367_1_3568202_3566976'},,,,0,nicotinate phosphoribosyltransferase
    {'NZ_AP017367_1_1610186_1608744'},,,,0,hydroxyacylglutathione hydrolaseNAD-dependent succinate-semialdehyde dehydrogenase
    {'NZ_AP017367_1_285594_284830'  },,,,1175.436631,hydroxyacylglutathione hydrolase
    {'NZ_AP017367_1_3898047_3899387'},,,,0,xanthine dehydrogenase small subunit
    {'NZ_AP017367_1_3899423_3901699'},,,,0,xanthine dehydrogenase molybdopterin binding subunit
    {'NZ_AP017367_1_2827313_2828206'},,,,0,homoserine kinase
    {'NZ_AP017367_1_4352718_4351468'},,,,0,homoserine dehydrogenase
    {'NZ_AP017367_1_1451228_1450509'},,,,6740.802571,SDR family oxidoreductase
    {'NZ_AP017367_1_245731_246735'  },,,,11063.79729,type I glyceraldehyde-3-phosphate dehydrogenase
    {'NZ_AP017367_1_1465390_1466160'},,,,25351.88257,3-deoxy-7-phosphoheptulonate synthase
    {'NZ_AP017367_1_2974781_2973759'},,,,25351.88257,3-deoxy-7-phosphoheptulonate synthase
    {'NZ_AP017367_1_3013109_3012114'},,,,298.7568105,transaldolase
    {'NZ_AP017367_1_5165516_5166082'},,,,67249.66828,orotate phosphoribosyltransferase
    {'NZ_AP017367_1_3410912_3411808'},,,,0,Nit6803 family nitrilase
    {'NZ_AP017367_1_1030389_1029223'},,,,0,pyridoxal phosphate-dependent aminotransferase
    {'NZ_AP017367_1_202061_202708'  },,,,9950.397595,class I SAM-dependent methyltransferase
    {'NZ_AP017367_1_1398239_1399429'},,,,0,argininosuccinate synthase
