# gapseq version: 1.4.0 27684cdd
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
DIOXYXANFL-RXN	1,4-dichlorobenzene dioxygenase	1.14.12.26		sp|O24679|TECA4_CUPXP	31.300	1.07e-31	125	90	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3875533	3874442	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn04646 rxn04671 rxn25893 rxn25906 	Subunit undefined	0	1
CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	NA	UniRef90_O69264	30.364	3.91e-15	72.8	88	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2388705	2389397	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn04647 rxn04672 rxn25894 rxn25907 	NA	0	NA
CHLOROCATDIOXY-RXN	3,6-dichlorocatechol 1,2-dioxygenase		NA									|14DICHLORBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45		UniRef90_Q8Z3B8	81.955	1.05e-152	469	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	208027	207230	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716 	NA	0	1
DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45		UniRef90_Q8ZAL4	72.549	8.94e-127	394	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	208003	207239	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716 	NA	0	1
DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45		UniRef90_Q8ZAL4	31.304	9.22e-28	109	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4006952	4006305	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716 	NA	0	1
CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32		UniRef90_Q45072	26.702	2.86e-25	105	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4749093	4750217	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	1
MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32		UniRef90_Q45072	26.702	2.86e-25	105	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4749093	4750217	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	1
RXN-18360	2,4-dichloro-cis,cis-muconate dehalogenase	5.5.1.11	NA	sp|P27099|TCBD_PSESQ	24.765	5.57e-09	55.5	81	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	12877	13827	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn03018 rxn03694 	NA	0	NA
RXN-18361	RXN-18361		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-18362	RXN-18362		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	45.652	2.15e-100	331	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3713138	3711747	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	41.000	6.69e-83	280	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1120066	1118696	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	38.400	1.16e-77	265	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1718915	1720207	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	36.970	2.74e-76	261	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2054650	2053271	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	35.363	8.42e-71	245	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3471385	3472797	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	36.600	1.42e-64	227	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4196399	4197763	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	34.756	1.12e-58	209	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1288813	1290084	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	35.375	1.87e-53	194	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	21225	22643	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		sp|P0AFS3|FOLM_ECOLI	78.750	7.90e-118	367	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2115556	2114837	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		sp|P0ABQ4|DYR_ECOLI	93.711	1.99e-101	316	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0F3UJU5	92.453	5.41e-100	312	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A097R618	77.215	1.24e-84	268	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A068Z3K5	73.418	6.30e-71	229	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0A2ZQF3	46.414	8.43e-64	212	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2115532	2114837	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0F7Y3X1	44.017	5.65e-53	181	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2115535	2114837	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0E2LY69	56.522	1.08e-53	179	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A090AJU3	44.025	6.76e-44	152	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A061PAJ4	43.478	3.33e-40	141	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A098ELJ0	46.584	5.47e-39	137	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059X329	46.259	6.58e-38	134	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676897	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G1SL40	40.000	1.26e-36	131	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0A0IV38	45.946	5.51e-37	131	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676463	676903	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059X2G7	42.683	3.80e-36	129	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059WVU2	43.902	6.01e-36	129	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G1NH60	41.250	2.16e-35	127	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A011N552	46.429	3.79e-35	127	79	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676876	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0C2S1T4	41.875	6.38e-35	126	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G1MS00	43.919	1.76e-34	125	79	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676439	676867	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059X916	41.104	1.07e-34	125	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G3BKM2	45.517	3.91e-34	124	83	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676891	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0F2NN15	44.118	1.92e-34	124	82	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676867	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A095Y7B1	45.139	3.07e-34	124	93	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676897	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059WXT0	39.130	4.16e-34	124	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059WSJ6	43.478	4.67e-34	123	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676475	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G1CM88	41.618	2.75e-33	122	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G0FKM0	42.105	4.33e-33	122	90	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676466	676885	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A077XMG2	42.767	1.61e-33	122	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0A8WQC9	40.690	2.97e-33	121	89	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676900	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A085L127	40.506	3.20e-33	121	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676478	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059XC89	41.250	6.77e-33	121	88	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676933	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0G0SCQ1	35.795	3.34e-32	119	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676469	676942	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A059X6Z7	39.394	4.22e-32	118	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	676472	676945	|1CMET2-PWY|	good_blast	full	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
