# gapseq version: 1.4.0 27684cdd
# Transporter sequence DB md5sum: b99a77e (2025-02-28)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P06550|1.A.1.29.1	1.A.1.29.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P06550|1.A.1.29.1	26.126	0.012	32.3	82	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2642373	2642095	transporter
gnl|TC-DB|P77338|1.A.23.1.1	1.A.23.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P77338|1.A.23.1.1	83.601	0.0	1823	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1077086	1080448	transporter
gnl|TC-DB|P77338|1.A.23.1.1	1.A.23.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P77338|1.A.23.1.1	83.601	0.0	1823	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1077086	1080448	transporter
gnl|TC-DB|P75783|1.A.23.3.2	1.A.23.3.2	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P75783|1.A.23.3.2	82.222	0.0	1085	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1410339	1408183	transporter
gnl|TC-DB|P75783|1.A.23.3.2	1.A.23.3.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P75783|1.A.23.3.2	82.222	0.0	1085	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1410339	1408183	transporter
gnl|TC-DB|P55891|1.A.30.1.7	1.A.30.1.7	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P55891|1.A.30.1.7	95.593	4.53e-177	540	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2886210	2885326	transporter
gnl|TC-DB|P0ABU7|1.A.30.2.1	1.A.30.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABU7|1.A.30.2.1	84.836	1.95e-134	415	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4011645	4010917	transporter
gnl|TC-DB|P0ABU9|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABU9|1.A.30.2.2	96.522	1.63e-148	454	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1339839	1340528	transporter
gnl|TC-DB|P37002|1.A.43.1.1	1.A.43.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P37002|1.A.43.1.1	85.039	6.76e-62	201	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1252831	1252451	transporter
gnl|TC-DB|W9BH30|1.A.46.2.8	1.A.46.2.8	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|W9BH30|1.A.46.2.8	56.209	3.83e-110	348	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2346019	2346930	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	31.343	3.14e-19	82.8	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	804854	804255	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	31.343	3.14e-19	82.8	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	804854	804255	transporter
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9XG70|1.A.8.10.2	32.083	5.12e-18	80.5	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1516989	1516288	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P25818|1.A.8.10.3	32.800	6.81e-15	71.6	91	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1517025	1516306	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	89.324	2.30e-154	474	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4720994	4721836	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	35.714	3.51e-32	122	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1517049	1516306	transporter
gnl|TC-DB|Q8W037|1.A.8.12.4	1.A.8.12.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8W037|1.A.8.12.4	30.864	3.00e-28	112	88	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1517022	1516300	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	35.849	3.30e-15	72.4	84	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1516989	1516408	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	33.704	2.86e-25	101	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721009	4721764	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	36.889	9.82e-21	87.4	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1516971	1516300	transporter
gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	40.435	1.09e-34	130	78	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721084	4721770	transporter
gnl|TC-DB|P52280|1.A.8.2.3	1.A.8.2.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P52280|1.A.8.2.3	27.559	7.93e-10	56.2	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721027	4721740	transporter
gnl|TC-DB|C6VJ63|1.A.8.2.4	1.A.8.2.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C6VJ63|1.A.8.2.4	29.918	9.98e-20	85.5	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721021	4721740	transporter
gnl|TC-DB|D7V7W8|1.A.8.2.5	1.A.8.2.5	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V7W8|1.A.8.2.5	37.681	1.90e-19	84.3	81	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721027	4721626	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	32.035	2.92e-13	66.2	89	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721021	4721704	transporter
gnl|TC-DB|D7VEY8|1.A.8.2.7	1.A.8.2.7	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VEY8|1.A.8.2.7	34.513	2.81e-19	84.3	82	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721003	4721626	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	29.098	1.70e-12	63.9	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721021	4721740	transporter
gnl|TC-DB|D0JBC9|1.A.8.2.9	1.A.8.2.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D0JBC9|1.A.8.2.9	33.725	1.07e-18	82.8	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721021	4721746	transporter
gnl|TC-DB|P29972|1.A.8.8.1	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P29972|1.A.8.8.1	36.515	9.41e-30	115	85	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1516986	1516288	transporter
gnl|TC-DB|B5THM7|1.A.8.8.29	1.A.8.8.29	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B5THM7|1.A.8.8.29	28.470	5.68e-09	54.7	78	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721120	4721956	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	39.189	1.40e-52	182	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4720943	4721824	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	37.109	1.34e-34	130	85	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721006	4721767	transporter
gnl|TC-DB|Q8WPZ6|1.A.8.9.13	1.A.8.9.13	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8WPZ6|1.A.8.9.13	34.981	9.98e-29	112	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721021	4721803	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.14	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	39.189	1.40e-52	182	96	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4720943	4721824	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	33.459	2.09e-26	107	77	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721009	4721779	transporter
gnl|TC-DB|Q388I5|1.A.8.9.19	1.A.8.9.19	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q388I5|1.A.8.9.19	33.195	1.13e-22	96.3	77	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721027	4721749	transporter
gnl|TC-DB|P56627|1.A.8.9.2	1.A.8.9.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P56627|1.A.8.9.2	36.620	2.02e-43	156	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4720994	4721836	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.21	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	36.475	7.33e-34	128	89	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721027	4721758	transporter
gnl|TC-DB|O14520|1.A.8.9.6	1.A.8.9.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O14520|1.A.8.9.6	31.419	4.54e-30	119	84	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4720922	4721800	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	37.500	4.77e-41	149	92	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	4721006	4721827	transporter
gnl|TC-DB|P0C6Q6|1.B.1.1.15	1.B.1.1.15	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0C6Q6|1.B.1.1.15	27.485	6.61e-18	82.8	92	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	889902	888922	transporter
gnl|TC-DB|P05825|1.B.14.1.22	1.B.14.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P05825|1.B.14.1.22	81.167	0.0	1204	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1197601	1195364	transporter
gnl|TC-DB|P05825|1.B.14.1.22	1.B.14.1.22	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P05825|1.B.14.1.22	81.167	0.0	1204	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1197601	1195364	transporter
gnl|TC-DB|P33369|1.B.17.3.10	1.B.17.3.10	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P33369|1.B.17.3.10	71.274	0.0	650	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3174656	3173283	transporter
gnl|TC-DB|P15701|2.A.10.1.1	2.A.10.1.1	2-dehydro-3-deoxy-D-gluconate	EX_cpd00176_e0	rxn05681,rxn08319	gnl|TC-DB|P15701|2.A.10.1.1	71.257	1.66e-111	353	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	381656	380667	transporter
gnl|TC-DB|P0A712|2.A.10.1.2	2.A.10.1.2	2-dehydro-3-deoxy-D-gluconate	EX_cpd00176_e0	rxn05681,rxn08319	gnl|TC-DB|P0A712|2.A.10.1.2	75.000	1.34e-113	359	95	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	381656	380721	transporter
gnl|TC-DB|P50847|2.A.10.1.3	2.A.10.1.3	2-dehydro-3-deoxy-D-gluconate	EX_cpd00176_e0	rxn05681,rxn08319	gnl|TC-DB|P50847|2.A.10.1.3	55.556	2.44e-75	249	98	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	381656	380685	transporter
gnl|TC-DB|750093545|2.A.10.1.4	2.A.10.1.4	2-keto-3-deoxygluconate	EX_cpd00176_e0	rxn05681,rxn08319	gnl|TC-DB|750093545|2.A.10.1.4	26.645	2.04e-15	74.7	94	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	381593	380694	transporter
gnl|TC-DB|Q8EDB6|2.A.102.3.4	2.A.102.3.4	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8EDB6|2.A.102.3.4	60.088	2.83e-82	266	85	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3331980	3331297	transporter
gnl|TC-DB|A8ANM6|2.A.104.1.1	2.A.104.1.1	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|A8ANM6|2.A.104.1.1	92.617	3.05e-91	286	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3619113	3619559	transporter
gnl|TC-DB|KKP64473.1|2.A.104.3.2	2.A.104.3.2	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|KKP64473.1|2.A.104.3.2	25.564	3.17e-04	37.4	89	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3619152	3619538	transporter
gnl|TC-DB|P53311|2.A.105.1.1	2.A.105.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P53311|2.A.105.1.1	23.729	5.4	24.6	81	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	885531	885211	transporter
gnl|TC-DB|Q84VZ9|2.A.105.1.4	2.A.105.1.4	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|Q84VZ9|2.A.105.1.4	25.620	4.5	25.0	77	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3750982	3750650	transporter
gnl|TC-DB|P76264|2.A.107.1.1	2.A.107.1.1	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P76264|2.A.107.1.1	88.830	6.67e-98	307	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2800030	2800593	transporter
gnl|TC-DB|O27840|2.A.107.1.2	2.A.107.1.2	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|O27840|2.A.107.1.2	32.335	6.46e-23	92.8	88	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2800030	2800530	transporter
gnl|TC-DB|WP_100324686.1|2.A.107.1.4	2.A.107.1.4	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|WP_100324686.1|2.A.107.1.4	29.444	7.62e-14	66.6	92	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	2800051	2800578	transporter
gnl|TC-DB|WP_089030044.1|2.A.107.1.5	2.A.107.1.5	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|WP_089030044.1|2.A.107.1.5	23.973	2.7	26.2	76	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1909210	1909596	transporter
gnl|TC-DB|Q1P9T1|2.A.108.1.7	2.A.108.1.7	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q1P9T1|2.A.108.1.7	21.569	0.002	38.5	75	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	765692	767041	transporter
gnl|TC-DB|Q1P9T1|2.A.108.1.7	2.A.108.1.7	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q1P9T1|2.A.108.1.7	21.569	0.002	38.5	75	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	765692	767041	transporter
gnl|TC-DB|Q8YBL6|2.A.108.2.2	2.A.108.2.2	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q8YBL6|2.A.108.2.2	28.159	2.26e-11	61.6	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1649137	1649943	transporter
gnl|TC-DB|Q8YBL6|2.A.108.2.2	2.A.108.2.2	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q8YBL6|2.A.108.2.2	28.159	2.26e-11	61.6	97	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1649137	1649943	transporter
gnl|TC-DB|P31545|2.A.108.2.3	2.A.108.2.3	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|P31545|2.A.108.2.3	84.706	0.0	748	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1651140	1652414	transporter
gnl|TC-DB|P31545|2.A.108.2.3	2.A.108.2.3	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|P31545|2.A.108.2.3	84.706	0.0	748	99	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1651140	1652414	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF7|2.A.108.2.9	28.049	4.49e-13	66.6	87	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1649152	1649874	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|G7HJF7|2.A.108.2.9	28.049	4.49e-13	66.6	87	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	1649152	1649874	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P0AFF4|2.A.1.10.1	86.603	0.0	748	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P0AFF4|2.A.1.10.1	86.603	0.0	748	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P0AFF4|2.A.1.10.1	86.603	0.0	748	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P0AFF4|2.A.1.10.1	86.603	0.0	748	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P0AFF4|2.A.1.10.1	86.603	0.0	748	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P45562|2.A.1.10.2	58.852	4.11e-144	451	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P45562|2.A.1.10.2	58.852	4.11e-144	451	100	NZ_CP035385.1 Enterobacter hormaechei strain S11_16 chromosome, complete genome	3901235	3902488	transporter
