# gapseq version: 1.4.0 27684cdd
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54	NA									|1CMET2-PWY|	no_blast	NA	 	Subunit 3	0	1
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54		tr|H6LBX9|H6LBX9_ACEWD	39.792	5.18e-51	179	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	4326508	4327359	|1CMET2-PWY|	good_blast	NA	 	Subunit undefined	0	1
HOMOCYSMETB12-RXN	cobalamin-dependent methionine synthase	2.1.1.13		UniRef90_Q49775	45.044	0.0	1028	99	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	310963	307292	|1CMET2-PWY|	good_blast	NA	rxn00693 rxn16206 rxn33979 	NA	0	1
GCVMULTI-RXN	gcv system	1.4.1.27		sp|P73560|GCSH_SYNY3	52.137	1.54e-36	130	89	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	1675377	1675030	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9BWT7	53.191	2.42e-91	294	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q12A51	53.381	4.24e-88	285	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	51.246	1.42e-86	280	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	52.688	3.27e-86	279	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5M583	50.000	9.91e-85	275	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	50.526	9.08e-85	275	99	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336986	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A7HDC5	54.676	9.39e-85	275	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336141	6336971	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3PDH3	48.029	3.39e-84	274	94	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336144	6336977	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P54382	48.043	4.69e-84	273	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	48.944	2.59e-83	271	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336986	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q818R5	48.214	1.85e-82	268	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	49.123	4.17e-82	267	99	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336986	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GNT6	50.709	1.31e-81	266	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336977	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	49.653	1.75e-81	266	99	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336995	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VTM4	49.286	2.33e-81	265	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336141	6336980	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	52.500	1.44e-80	263	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2GM30	49.653	7.61e-79	258	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	46.713	3.10e-77	254	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336120	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0AB42	51.246	8.62e-77	252	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	47.902	7.59e-76	249	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	45.263	1.96e-74	246	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	46.043	8.86e-74	243	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	49.281	1.32e-72	241	93	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336147	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q82QG3	46.454	5.38e-72	238	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336129	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	47.331	7.89e-71	235	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q11M18	47.368	2.68e-70	234	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336138	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B6IVC0	50.362	2.21e-69	232	91	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336944	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8FLE5	41.497	1.85e-68	229	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336977	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	47.331	3.77e-68	227	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336971	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	46.975	3.43e-65	219	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336971	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	47.143	6.32e-65	218	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8LWI0	40.559	6.55e-65	218	99	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336989	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	43.011	1.33e-63	214	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LRU9	48.227	1.48e-63	214	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	46.619	9.29e-63	212	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0RDR2	48.951	3.79e-61	208	95	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9WJ10	49.110	3.96e-61	207	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	46.454	2.30e-60	205	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336971	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6A6Z2	45.745	1.03e-57	197	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	43.846	2.31e-57	197	86	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336216	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1SED2	43.860	9.96e-57	195	94	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336120	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_O32879	45.714	3.14e-52	181	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336135	6336968	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A6LP88	37.943	4.27e-50	175	97	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336141	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q9AGP6	40.075	2.98e-42	153	90	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336932	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0RNE2	38.222	2.67e-34	129	80	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336138	6336812	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5YU63	39.350	7.26e-33	125	96	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336144	6336974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8L893	41.739	5.93e-32	122	83	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336138	6336827	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9BWT7	53.191	2.42e-91	294	98	NC_019729.1 Oscillatoria nigro-viridis PCC 7112, complete sequence	6336132	6336974	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
