# gapseq version: 1.4.0 27684cdd
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9BWT7	51.389	8.38e-91	292	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892914	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	54.643	2.40e-90	291	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893777	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A7HDC5	55.235	5.45e-89	286	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893765	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q12A51	53.169	1.42e-88	285	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5M583	52.982	1.71e-86	280	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892917	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	49.123	1.46e-85	277	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892917	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GNT6	49.129	1.50e-85	277	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892914	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P54382	48.252	6.85e-85	275	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892917	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	50.179	4.17e-83	270	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	49.462	5.57e-83	269	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q818R5	48.410	5.06e-82	267	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	49.281	3.78e-82	267	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	51.429	2.10e-81	265	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892932	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VTM4	49.645	2.28e-80	262	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893765	1892920	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2GM30	48.814	4.20e-80	261	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892914	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	48.789	1.25e-79	260	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892920	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	48.958	4.61e-79	258	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	49.466	2.44e-78	256	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892932	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	49.640	7.34e-78	255	93	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893759	1892932	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	45.583	2.16e-77	254	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q11M18	49.485	1.04e-76	252	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893768	1892914	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8FLE5	43.333	1.48e-76	252	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q82QG3	45.675	2.48e-75	248	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893777	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0AB42	50.178	1.88e-75	248	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892932	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	47.038	3.69e-75	247	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	45.675	1.55e-74	245	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892908	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	50.357	1.20e-73	243	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B6IVC0	50.171	1.32e-72	240	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	48.214	3.49e-72	238	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	43.493	3.96e-72	238	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893786	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8LWI0	43.310	4.74e-71	235	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	48.571	7.07e-70	232	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LRU9	49.135	1.23e-69	231	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	46.552	5.81e-68	226	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9WJ10	50.694	8.19e-68	226	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	47.902	1.35e-65	219	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	45.833	1.36e-61	209	87	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893687	1892917	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1SED2	42.612	3.75e-60	204	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893777	1892911	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0RDR2	47.203	2.44e-58	199	95	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_O32879	47.143	7.50e-58	197	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892938	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6A6Z2	42.160	8.19e-54	186	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A6LP88	36.042	6.53e-49	171	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893765	1892923	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q9AGP6	38.951	1.20e-42	154	90	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892974	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5YU63	41.522	1.44e-36	135	98	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893762	1892914	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0RNE2	37.778	3.41e-36	134	80	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893768	1893094	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8L893	42.424	5.40e-36	134	83	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893768	1893079	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9BWT7	51.389	8.38e-91	292	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892914	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B2T5N8	54.643	2.40e-90	291	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893777	1892938	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A7HDC5	55.235	5.45e-89	286	97	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893765	1892938	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q12A51	53.169	1.42e-88	285	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1B5A7	53.310	1.20e-87	283	96	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892911	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q5M583	52.982	1.71e-86	280	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892917	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q83EK7	49.123	1.46e-85	277	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893771	1892917	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8GNT6	49.129	1.50e-85	277	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892914	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A4FP42	51.399	2.35e-85	276	99	NC_019748.1 Stanieria cyanosphaera PCC 7437, complete sequence	1893774	1892923	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
