# gapseq version: 1.4.0 27684cdd
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	54.610	3.64e-84	272	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685563	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q818R5	52.281	4.95e-84	272	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685575	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	56.989	5.55e-84	272	96	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685557	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	53.793	5.85e-84	272	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685590	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	48.958	4.03e-83	270	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685566	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	53.901	1.98e-82	267	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685563	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	52.234	9.32e-82	266	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684727	685581	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	53.710	1.20e-81	265	97	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685566	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8FLE5	49.169	4.09e-78	256	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685584	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	52.837	1.43e-77	254	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685566	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	47.331	1.53e-77	253	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685563	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	51.971	5.52e-77	252	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685557	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	56.705	8.96e-77	251	94	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684790	685566	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0AB42	56.184	1.32e-76	251	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685566	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	47.405	1.05e-71	237	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685587	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3PDH3	43.158	1.65e-71	237	96	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684736	685584	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	46.735	1.67e-70	233	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684715	685575	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2GM30	46.575	1.59e-69	231	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685572	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	48.966	4.72e-67	223	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685584	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GNT6	43.478	2.64e-66	221	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684647	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	49.466	3.70e-65	218	97	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685557	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	43.253	4.95e-65	218	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684686	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q82QG3	45.329	1.77e-64	216	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684724	685590	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	47.331	1.51e-64	216	97	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685557	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	48.029	9.19e-65	216	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685551	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P54382	37.634	8.45e-64	214	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684659	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8LWI0	45.423	4.28e-64	214	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685572	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	49.446	3.99e-63	213	89	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684787	685572	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LRU9	49.141	1.66e-62	211	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685584	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	48.043	3.59e-62	209	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685563	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	42.182	3.90e-62	209	96	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684647	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9BWT7	41.007	3.93e-62	209	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684653	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	39.789	6.87e-62	208	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684671	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q12A51	40.727	2.27e-60	204	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684647	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	46.690	4.86e-60	203	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	684721	685575	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	41.522	1.23e-59	202	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683832	684668	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	39.161	6.79e-60	202	100	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684671	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	41.637	4.60e-59	200	98	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684665	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	40.146	2.16e-58	199	94	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683844	684653	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	38.214	1.04e-58	199	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684659	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	40.288	1.08e-58	199	97	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684653	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	38.869	2.01e-57	196	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684668	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	38.947	1.22e-57	196	99	NZ_CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome, complete genome	683826	684674	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
